Timeline,ANALYTIC abstract from facility WITH CoC accreditation,ANALYTIC abstract from facility WITH CoC accreditation_lower_0.95,ANALYTIC abstract from facility WITH CoC accreditation_upper_0.95
0,1.0,1.0,1.0
1,0.9345238095238093,0.902259653213785,0.956393810993493
2,0.9037828947368416,0.8666662077773414,0.9309778450478896
3,0.8753421742730951,0.8344971617840157,0.9066708143949128
4,0.8655068689441836,0.823460630106583,0.8981590382897241
5,0.8517139307936793,0.8079698410574061,0.8861967744310769
6,0.840794521424529,0.7956934865512698,0.8767134693158384
7,0.8333538619428955,0.7873514241100042,0.8702281540320169
8,0.8216713311679955,0.7742328150648385,0.8600476801192984
9,0.8175004107052135,0.7695143552333034,0.8564332142693236
10,0.8129333693046257,0.7642701404083372,0.8525257872053825
11,0.8079152620866963,0.7584165113618129,0.8482928507736468
12,0.8079152620866963,0.7584165113618129,0.8482928507736468
13,0.8017946919193728,0.7509794187216057,0.8433293144875051
14,0.8017946919193728,0.7509794187216057,0.8433293144875051
15,0.8017946919193728,0.7509794187216057,0.8433293144875051
16,0.8017946919193728,0.7509794187216057,0.8433293144875051
17,0.8017946919193728,0.7509794187216057,0.8433293144875051
18,0.8017946919193728,0.7509794187216057,0.8433293144875051
19,0.8017946919193728,0.7509794187216057,0.8433293144875051
20,0.7888625194690603,0.7314401746518646,0.8353951600895283
21,0.7709338258447636,0.7023957210612382,0.8256483895518917
22,0.7709338258447636,0.7023957210612382,0.8256483895518917
23,0.7709338258447636,0.7023957210612382,0.8256483895518917
24,0.7709338258447636,0.7023957210612382,0.8256483895518917
