Abstract from facility WITHOUT CoC accreditation,Abstract from facility WITHOUT CoC accreditation_lower_0.95,Abstract from facility WITHOUT CoC accreditation_upper_0.95
1.0,1.0,1.0
0.9555555555555553,0.8859094376561277,0.9830833206250879
0.908367626886145,0.8249923171806772,0.9531234525830713
0.8599213534522175,0.7662959743737763,0.917997382412604
0.7862138088705983,0.6820117231511369,0.8597038629721354
0.7475475559753227,0.6390387056891272,0.8277424652557056
0.7208494289762039,0.6097455616908106,0.8052736432877728
0.6925808239183134,0.5788074409906107,0.7813184696893272
0.6631092994962576,0.5468429823983537,0.7560803923291513
0.6168458599965186,0.4974029093237949,0.7158795332079807
0.5681475026283724,0.4463912635797503,0.6727977443117175
